iter	Passed	Remaining
756	2407	772
757	2408	769
758	2411	765
759	2414	762
760	2416	758
761	2419	755
762	2420	751
763	2424	748
764	2426	745
765	2427	741
766	2429	737
767	2451	740
768	2453	736
769	2462	735
770	2464	732
771	2466	728
772	2468	724
773	2469	721
774	2473	718
775	2474	714
776	2476	710
777	2477	707
778	2479	703
779	2486	701
780	2488	697
781	2490	694
782	2491	690
783	2493	687
784	2498	684
785	2500	680
786	2503	677
787	2505	673
788	2507	670
789	2508	666
790	2510	663
791	2512	659
792	2513	656
793	2518	653
794	2520	649
795	2521	646
796	2522	642
797	2524	639
798	2531	636
799	2532	633
800	2534	629
801	2536	626
802	2538	622
803	2544	620
804	2546	616
805	2548	613
806	2549	609
807	2551	606
808	2558	604
809	2560	600
810	2562	597
811	2563	593
812	2565	590
813	2572	587
814	2574	584
815	2575	580
816	2577	577
817	2579	573
818	2586	571
819	2587	568
820	2589	564
821	2591	561
822	2592	557
823	2601	555
824	2606	552
825	2608	549
826	2609	545
827	2611	542
828	2612	538
829	2614	535
830	2615	532
831	2617	528
832	2619	525
833	2620	521
834	2622	518
835	2624	514
836	2625	511
837	2627	507
838	2628	504
839	2630	501
840	2634	498
841	2635	494
842	2638	491
843	2639	487
844	2640	484
845	2643	481
846	2645	477
847	2646	474
848	2648	471
849	2650	467
850	2657	465
851	2659	461
852	2660	458
853	2662	455
854	2663	451
855	2671	449
856	2673	446
857	2674	442
858	2676	439
859	2677	435
860	2681	432
861	2683	429
862	2684	426
863	2685	422
864	2687	419
865	2691	416
866	2693	413
867	2694	409
868	2696	406
869	2697	403
870	2705	400
871	2706	397
872	2708	394
873	2710	390
874	2711	387
875	2717	384
876	2719	381
877	2721	378
878	2722	374
879	2724	371
880	2731	368
881	2733	365
882	2734	362
883	2736	359
884	2737	355
885	2739	352
886	2741	349
887	2743	345
888	2744	342
889	2746	339
890	2750	336
891	2752	333
892	2754	330
893	2756	326
894	2757	323
895	2758	320
896	2766	317
897	2767	314
898	2769	311
899	2771	307
900	2772	304
901	2779	302
902	2781	298
903	2783	295
904	2785	292
905	2791	289
906	2793	286
907	2795	283
908	2797	280
909	2798	276
910	2802	273
911	2804	270
912	2806	267
913	2807	264
914	2809	260
915	2810	257
916	2818	255
917	2819	251
918	2821	248
919	2823	245
920	2824	242
921	2831	239
922	2833	236
923	2835	233
924	2836	230
925	2838	226
926	2846	224
927	2847	220
928	2848	217
929	2850	214
930	2852	211
931	2856	208
932	2858	205
933	2859	202
934	2861	198
935	2862	195
936	2868	192
937	2869	189
938	2871	186
939	2872	183
940	2874	180
941	2877	177
942	2878	173
943	2880	170
944	2881	167
945	2883	164
946	2890	161
947	2892	158
948	2894	155
949	2896	152
950	2897	149
951	2901	146
952	2902	143
953	2904	140
954	2905	136
955	2907	133
956	2914	130
957	2916	127
958	2917	124
959	2919	121
960	2920	118
961	2928	115
962	2930	112
963	2932	109
964	2933	106
965	2935	103
966	2940	100
967	2942	97
968	2943	94
969	2944	91
970	2946	88
971	2953	85
972	2954	81
973	2956	78
974	2958	75
975	2960	72
976	2964	69
977	2966	66
978	2968	63
979	2969	60
980	2971	57
981	2976	54
982	2978	51
983	2979	48
984	2981	45
985	2983	42
986	2984	39
987	2992	36
988	2993	33
989	2995	30
990	2996	27
991	2998	24
992	3005	21
993	3007	18
994	3008	15
995	3010	12
996	3012	9
997	3016	6
998	3017	3
999	3019	0
