iter	Passed	Remaining
404	5840	8581
405	5859	8573
406	5897	8592
407	5907	8571
408	5911	8542
409	5914	8511
410	5923	8489
411	5931	8465
412	5952	8460
413	5978	8461
414	5985	8437
415	5988	8407
416	5997	8385
417	6003	8359
418	6046	8384
419	6056	8363
420	6064	8340
421	6075	8321
422	6094	8313
423	6142	8344
424	6151	8322
425	6157	8296
426	6159	8265
427	6186	8268
428	6189	8238
429	6191	8207
430	6223	8215
431	6233	8196
432	6255	8190
433	6288	8200
434	6295	8176
435	6305	8156
436	6319	8141
437	6326	8117
438	6368	8138
439	6382	8122
440	6384	8093
441	6392	8069
442	6401	8048
443	6411	8029
444	6437	8029
445	6444	8005
446	6457	7989
447	6463	7963
448	6476	7948
449	6479	7919
450	6561	7987
451	6570	7965
452	6572	7936
453	6576	7908
454	6585	7888
455	6607	7882
456	6618	7863
457	6672	7896
458	6674	7867
459	6707	7873
460	6717	7853
461	6723	7829
462	6731	7806
463	6740	7786
464	6744	7759
465	6746	7730
466	6758	7713
467	6760	7685
468	6764	7658
469	6771	7636
470	6775	7609
471	6780	7584
472	6786	7561
473	6801	7547
474	6805	7521
475	6821	7509
476	6847	7507
477	6850	7481
478	6852	7453
479	6854	7425
480	6863	7405
481	6869	7382
482	6878	7362
483	6883	7339
484	6894	7320
485	6900	7297
486	6914	7283
487	6921	7261
488	6929	7241
489	6931	7214
490	6944	7199
491	6946	7172
492	6952	7149
493	6960	7129
494	6976	7117
495	6985	7098
496	7004	7089
497	7010	7066
498	7021	7049
499	7026	7026
500	7035	7007
501	7037	6981
502	7064	6980
503	7073	6961
504	7079	6939
505	7096	6928
506	7112	6916
507	7122	6898
508	7125	6873
509	7126	6847
510	7128	6821
511	7135	6801
512	7143	6781
513	7155	6766
514	7158	6741
515	7166	6721
516	7182	6710
517	7188	6688
518	7193	6667
519	7215	6660
520	7216	6635
521	7218	6609
522	7219	6584
523	7227	6565
524	7245	6555
525	7250	6534
526	7275	6529
527	7283	6511
528	7293	6494
529	7303	6476
530	7306	6453
531	7308	6428
532	7309	6404
533	7320	6388
534	7337	6377
535	7340	6354
536	7363	6348
537	7388	6344
538	7402	6331
539	7418	6319
540	7452	6322
541	7551	6381
542	7561	6363
543	7575	6350
544	7584	6332
545	7598	6318
546	7600	6294
547	7632	6295
548	7648	6283
549	7666	6272
550	7681	6259
551	7696	6246
552	7698	6223
553	7740	6231
554	7761	6223
555	7777	6211
556	7789	6195
557	7795	6174
558	7827	6175
559	7841	6161
560	7859	6150
561	7992	6229
562	8001	6211
563	8006	6189
564	8011	6168
565	8017	6147
566	8021	6126
567	8028	6105
568	8171	6189
569	8201	6186
570	8204	6164
571	8209	6142
572	8222	6127
573	8233	6110
574	8353	6174
575	8356	6151
576	8368	6134
577	8370	6111
578	8372	6087
579	8382	6069
580	8387	6048
581	8403	6035
582	8467	6056
583	8501	6055
584	8511	6038
585	8517	6017
586	8519	5994
587	8526	5974
588	8529	5951
589	8577	5960
590	8601	5952
591	8631	5948
592	8659	5943
593	8665	5923
594	8675	5905
595	8708	5903
596	8721	5887
597	8724	5864
598	8733	5846
599	8737	5825
600	8749	5808
601	8795	5815
602	8800	5794
603	8803	5771
604	8810	5752
605	8815	5731
606	8825	5714
607	8834	5695
608	8867	5693
609	8874	5673
610	8876	5651
611	8890	5636
612	8893	5614
613	8918	5606
614	8923	5586
615	8933	5569
616	8971	5569
617	8974	5547
618	8981	5528
619	8994	5513
620	8997	5491
621	9004	5472
622	9035	5467
623	9040	5447
624	9061	5437
625	9070	5418
626	9077	5400
627	9092	5386
628	9095	5364
629	9139	5367
630	9172	5364
631	9176	5343
632	9177	5321
633	9204	5313
634	9211	5294
635	9219	5276
636	9236	5263
637	9264	5256
638	9266	5235
639	9269	5213
640	9302	5210
641	9329	5202
642	9334	5182
643	9366	5177
644	9382	5163
645	9432	5168
646	9461	5161
647	9463	5140
648	9465	5119
649	9557	5146
650	9563	5127
651	9578	5112
652	9588	5095
653	9612	5085
654	9753	5137
655	9757	5116
656	9771	5101
657	9802	5094
658	9934	5140
659	9961	5131
660	9967	5112
661	9975	5093
662	9982	5073
663	9991	5055
664	10047	5061
665	10050	5040
666	10095	5039
667	10114	5027
668	10134	5014
669	10142	4995
670	10153	4978
671	10158	4958
672	10171	4942
673	10174	4921
674	10222	4922
675	10267	4921
676	10277	4903
677	10309	4896
678	10322	4880
679	10342	4866
680	10345	4846
681	10347	4824
682	10353	4805
683	10410	4809
684	10442	4801
685	10460	4787
686	10472	4771
687	10476	4750
688	10543	4759
689	10558	4743
690	10565	4724
691	10581	4709
692	10646	4716
693	10655	4698
694	10664	4680
695	10672	4661
696	10721	4660
697	10723	4639
698	10743	4626
699	10750	4607
700	10762	4590
701	10766	4570
702	10814	4568
703	10816	4547
704	10826	4530
705	10832	4510
706	10885	4511
707	10892	4492
708	10917	4480
709	10923	4461
710	10933	4443
711	10939	4424
712	10950	4407
713	10961	4390
714	10970	4372
715	10980	4355
716	10984	4335
717	10986	4314
718	10995	4297
719	11002	4278
720	11027	4267
721	11046	4253
722	11095	4251
723	11108	4234
724	11112	4215
725	11166	4214
726	11176	4197
727	11188	4180
728	11204	4165
729	11238	4156
730	11241	4136
731	11264	4124
732	11267	4104
733	11276	4086
734	11283	4068
735	11297	4052
736	11300	4032
737	11307	4014
738	11343	4006
739	11361	3992
740	11372	3975
741	11382	3957
742	11387	3938
743	11404	3924
744	11436	3914
745	11447	3897
746	11461	3881
747	11467	3863
748	11476	3845
749	11511	3837
750	11524	3821
751	11531	3802
752	11541	3785
753	11549	3768
754	11559	3751
755	11574	3735
756	11581	3717
757	11610	3706
758	11612	3687
759	11614	3667
760	11645	3657
761	11664	3643
762	11675	3626
763	11683	3609
764	11693	3592
765	11711	3577
766	11744	3567
767	11758	3552
768	11803	3545
769	11806	3526
770	11808	3507
771	11815	3489
772	11824	3472
773	11832	3455
774	11837	3436
775	11840	3417
776	11850	3401
777	11868	3386
778	11884	3371
779	11894	3354
780	11921	3342
781	11938	3328
782	11942	3309
783	11956	3294
784	11998	3286
785	12017	3271
786	12068	3266
787	12073	3248
788	12118	3240
789	12126	3223
790	12133	3206
791	12145	3189
792	12150	3171
793	12157	3154
794	12165	3137
795	12173	3119
796	12182	3102
797	12199	3088
798	12213	3072
799	12225	3056
800	12228	3038
801	12258	3026
802	12261	3008
803	12285	2994
804	12291	2977
805	12293	2959
806	12306	2943
807	12317	2926
808	12340	2913
809	12349	2896
810	12354	2879
811	12356	2860
812	12365	2844
813	12371	2826
814	12386	2811
815	12395	2794
816	12401	2777
817	12407	2760
818	12416	2744
819	12443	2731
820	12465	2717
821	12510	2709
822	12516	2691
823	12635	2698
824	12639	2681
825	12641	2662
826	12643	2644
827	12645	2626
828	12658	2611
829	12664	2593
830	12672	2577
831	12785	2581
832	12789	2564
833	12797	2547
834	12804	2530
835	12806	2512
836	12829	2498
837	12832	2480
838	12965	2488
839	12969	2470
840	12977	2453
841	12984	2436
842	12991	2419
843	12998	2402
844	13000	2384
845	13047	2375
846	13051	2357
847	13055	2340
848	13057	2322
849	13074	2307
850	13082	2290
851	13114	2278
852	13123	2261
853	13130	2244
854	13142	2228
855	13144	2211
856	13147	2193
857	13159	2177
858	13168	2161
859	13173	2144
860	13180	2127
861	13182	2110
862	13188	2093
863	13202	2078
864	13204	2060
865	13213	2044
866	13361	2049
867	13367	2032
868	13384	2017
869	13401	2002
870	13406	1985
871	13413	1968
872	13481	1961
873	13495	1945
874	13505	1929
875	13511	1912
876	13513	1895
877	13521	1878
878	13537	1863
879	13543	1846
880	13545	1829
881	13553	1813
882	13556	1796
883	13558	1779
884	13559	1762
885	13561	1744
886	13569	1728
887	13578	1712
888	13580	1695
889	13589	1679
890	13593	1662
891	13600	1646
892	13651	1635
893	13680	1622
894	13684	1605
895	13698	1590
896	13708	1574
897	13743	1561
898	13747	1544
899	13778	1530
900	13788	1515
901	13792	1498
902	13794	1481
903	13812	1466
904	13836	1452
905	13844	1436
906	13852	1420
907	13863	1404
908	13866	1388
909	13868	1371
910	13881	1356
911	13918	1342
912	13930	1327
913	13944	1312
914	13960	1296
915	13963	1280
916	14001	1267
917	14008	1251
918	14011	1234
919	14021	1219
920	14029	1203
921	14054	1188
922	14064	1173
923	14070	1157
924	14082	1141
925	14092	1126
926	14099	1110
927	14129	1096
928	14133	1080
929	14144	1064
930	14180	1050
931	14192	1035
932	14212	1020
933	14227	1005
934	14230	989
935	14239	973
936	14250	958
937	14255	942
938	14270	927
939	14311	913
940	14319	897
941	14331	882
942	14342	866
943	14347	851
944	14359	835
945	14368	820
946	14439	808
947	14450	792
948	14458	777
949	14470	761
950	14562	750
951	14603	736
952	14615	720
953	14628	705
954	14634	689
955	14644	674
956	14652	658
957	14692	644
958	14705	628
959	14713	613
960	14720	597
961	14739	582
962	14790	568
963	14801	552
964	14806	537
965	14817	521
966	14821	505
967	14887	492
968	14901	476
969	14907	461
970	14915	445
971	14972	431
972	15005	416
973	15013	400
974	15021	385
975	15038	369
976	15121	355
977	15145	340
978	15153	325
979	15179	309
980	15243	295
981	15261	279
982	15281	264
983	15297	248
984	15313	233
985	15354	218
986	15362	202
987	15374	186
988	15378	171
989	15394	155
990	15453	140
991	15470	124
992	15475	109
993	15488	93
994	15504	77
995	15531	62
996	15537	46
997	15545	31
998	15560	15
999	15567	0
